"gutenberg_id" "text"
55 "We are so grateful to you for having killed the Wicked Witch of the"
55 "East, and for setting our people free from bondage.”"
55 ""
55 "Dorothy listened to this speech with wonder. What could the little"
55 "woman possibly mean by calling her a sorceress, and saying she had"
55 "killed the Wicked Witch of the East? Dorothy was an innocent, harmless"
55 "little girl, who had been carried by a cyclone many miles from home;"
55 "and she had never killed anything in all her life."
55 ""
55 "But the little woman evidently expected her to answer; so Dorothy said,"
55 "with hesitation, “You are very kind, but there must be some mistake. I"
55 "have not killed anything.”"
55 ""
55 "“Your house did, anyway,” replied the little old woman, with a laugh,"
55 "“and that is the same thing. See!” she continued, pointing to the"
55 "corner of the house. “There are her two feet, still sticking out from"
55 "under a block of wood.”"
55 ""
55 "Dorothy looked, and gave a little cry of fright. There, indeed, just"
55 "under the corner of the great beam the house rested on, two feet were"
55 "sticking out, shod in silver shoes with pointed toes."
55 ""
55 "“Oh, dear! Oh, dear!” cried Dorothy, clasping her hands together in"
55 "dismay. “The house must have fallen on her. Whatever shall we do?”"
55 ""
55 "“There is nothing to be done,” said the little woman calmly."
55 ""
55 "“But who was she?” asked Dorothy."
55 ""
55 "“She was the Wicked Witch of the East, as I said,” answered the little"
55 "woman. “She has held all the Munchkins in bondage for many years,"
55 "making them slave for her night and day. Now they are all set free, and"
55 "are grateful to you for the favor.”"
55 ""
55 "“Who are the Munchkins?” inquired Dorothy."
55 ""
55 "“They are the people who live in this land of the East where the Wicked"
55 "Witch ruled.”"
55 ""
55 "“Are you a Munchkin?” asked Dorothy."
55 ""
55 "“No, but I am their friend, although I live in the land of the North."
55 "When they saw the Witch of the East was dead the Munchkins sent a swift"
55 "messenger to me, and I came at once. I am the Witch of the North.”"
55 ""
55 "“Oh, gracious!” cried Dorothy. “Are you a real witch?”"
55 ""
55 "“Yes, indeed,” answered the little woman. “But I am a good witch, and"
55 "the people love me. I am not as powerful as the Wicked Witch was who"
55 "ruled here, or I should have set the people free myself.”"
55 ""
55 "“But I thought all witches were wicked,” said the girl, who was half"
55 "frightened at facing a real witch. “Oh, no, that is a great mistake."
55 "There were only four witches in all the Land of Oz, and two of them,"
55 "those who live in the North and the South, are good witches. I know"
55 "this is true, for I am one of them myself, and cannot be mistaken."
55 "Those who dwelt in the East and the West were, indeed, wicked witches;"
55 "but now that you have killed one of them, there is but one Wicked Witch"
55 "in all the Land of Oz—the one who lives in the West.”"
55 ""
55 "“But,” said Dorothy, after a moment’s thought, “Aunt Em has told me"
55 "that the witches were all dead—years and years ago.”"
55 ""
55 "“Who is Aunt Em?” inquired the little old woman."
55 ""
55 "“She is my aunt who lives in Kansas, where I came from.”"
55 ""
55 "The Witch of the North seemed to think for a time, with her head bowed"
55 "and her eyes upon the ground. Then she looked up and said, “I do not"
55 "know where Kansas is, for I have never heard that country mentioned"
55 "before. But tell me, is it a civilized country?”"
55 ""
55 "“Oh, yes,” replied Dorothy."
55 ""
55 "“Then that accounts for it. In the civilized countries I believe there"
55 "are no witches left, nor wizards, nor sorceresses, nor magicians. But,"
55 "you see, the Land of Oz has never been civilized, for we are cut off"
55 "from all the rest of the world. Therefore we still have witches and"
55 "wizards amongst us.”"
55 ""
55 "“Who are the wizards?” asked Dorothy."
55 ""
55 "“Oz himself is the Great Wizard,” answered the Witch, sinking her voice"
55 "to a whisper. “He is more powerful than all the rest of us together. He"
55 "lives in the City of Emeralds.”"
55 ""
55 "Dorothy was going to ask another question, but just then the Munchkins,"
55 "who had been standing silently by, gave a loud shout and pointed to the"
55 "corner of the house where the Wicked Witch had been lying."
55 ""
55 "“What is it?” asked the little old woman, and looked, and began to"
55 "laugh. The feet of the dead Witch had disappeared entirely, and nothing"
55 "was left but the silver shoes."
55 ""
55 "“She was so old,” explained the Witch of the North, “that she dried up"
55 "quickly in the sun. That is the end of her. But the silver shoes are"
55 "yours, and you shall have them to wear.” She reached down and picked up"
55 "the shoes, and after shaking the dust out of them handed them to"
55 "Dorothy."
55 ""
55 "“The Witch of the East was proud of those silver shoes,” said one of"
55 "the Munchkins, “and there is some charm connected with them; but what"
55 "it is we never knew.”"
55 ""
55 "Dorothy carried the shoes into the house and placed them on the table."
55 "Then she came out again to the Munchkins and said:"
55 ""
55 "“I am anxious to get back to my aunt and uncle, for I am sure they will"
55 "worry about me. Can you help me find my way?”"
55 ""
55 "The Munchkins and the Witch first looked at one another, and then at"
55 "Dorothy, and then shook their heads."
55 ""
55 "“At the East, not far from here,” said one, “there is a great desert,"
55 "and none could live to cross it.”"
55 ""
55 "“It is the same at the South,” said another, “for I have been there and"
55 "seen it. The South is the country of the Quadlings.”"
55 ""
55 "“I am told,” said the third man, “that it is the same at the West. And"
55 "that country, where the Winkies live, is ruled by the Wicked Witch of"
55 "the West, who would make you her slave if you passed her way.”"
55 ""
55 "“The North is my home,” said the old lady, “and at its edge is the same"
55 "great desert that surrounds this Land of Oz. I’m afraid, my dear, you"
55 "will have to live with us.”"
55 ""
55 "Dorothy began to sob at this, for she felt lonely among all these"
55 "strange people. Her tears seemed to grieve the kind-hearted Munchkins,"
55 "for they immediately took out their handkerchiefs and began to weep"
55 "also. As for the little old woman, she took off her cap and balanced"
55 "the point on the end of her nose, while she counted “One, two, three”"
55 "in a solemn voice. At once the cap changed to a slate, on which was"
55 "written in big, white chalk marks:"
55 ""
55 "“LET DOROTHY GO TO THE CITY OF EMERALDS”"
55 ""
55 ""
55 "The little old woman took the slate from her nose, and having read the"
55 "words on it, asked, “Is your name Dorothy, my dear?”"
55 ""
55 "“Yes,” answered the child, looking up and drying her tears."
55 ""
55 "“Then you must go to the City of Emeralds. Perhaps Oz will help you.”"
55 ""
55 "“Where is this city?” asked Dorothy."
55 ""
55 "“It is exactly in the center of the country, and is ruled by Oz, the"
55 "Great Wizard I told you of.”"
55 ""
55 "“Is he a good man?” inquired the girl anxiously."
55 ""
55 "“He is a good Wizard. Whether he is a man or not I cannot tell, for I"
55 "have never seen him.”"
55 ""
55 "“How can I get there?” asked Dorothy."
55 ""
55 "“You must walk. It is a long journey, through a country that is"
55 "sometimes pleasant and sometimes dark and terrible. However, I will use"
55 "all the magic arts I know of to keep you from harm.”"
55 ""
55 "“Won’t you go with me?” pleaded the girl, who had begun to look upon"
55 "the little old woman as her only friend."
55 ""
55 "“No, I cannot do that,” she replied, “but I will give you my kiss, and"
55 "no one will dare injure a person who has been kissed by the Witch of"
55 "the North.”"
55 ""
55 "She came close to Dorothy and kissed her gently on the forehead. Where"
55 "her lips touched the girl they left a round, shining mark, as Dorothy"
55 "found out soon after."
55 ""
55 "“The road to the City of Emeralds is paved with yellow brick,” said the"
55 "Witch, “so you cannot miss it. When you get to Oz do not be afraid of"
55 "him, but tell your story and ask him to help you. Good-bye, my dear.”"
55 ""
55 "The three Munchkins bowed low to her and wished her a pleasant journey,"
55 "after which they walked away through the trees. The Witch gave Dorothy"
55 "a friendly little nod, whirled around on her left heel three times, and"
55 "straightway disappeared, much to the surprise of little Toto, who"
55 "barked after her loudly enough when she had gone, because he had been"
55 "afraid even to growl while she stood by."
55 ""
55 "But Dorothy, knowing her to be a witch, had expected her to disappear"
55 "in just that way, and was not surprised in the least."
55 ""
55 ""
55 ""
55 ""
55 "<Chapter III"
55 "How Dorothy Saved the Scarecrow>"
55 ""
55 ""
55 "When Dorothy was left alone she began to feel hungry. So she went to"
55 "the cupboard and cut herself some bread, which she spread with butter."
55 "She gave some to Toto, and taking a pail from the shelf she carried it"
55 "down to the little brook and filled it with clear, sparkling water."
55 "Toto ran over to the trees and began to bark at the birds sitting"
55 "there. Dorothy went to get him, and saw such delicious fruit hanging"
55 "from the branches that she gathered some of it, finding it just what"
55 "she wanted to help out her breakfast."
55 ""
55 "Then she went back to the house, and having helped herself and Toto to"
55 "a good drink of the cool, clear water, she set about making ready for"
55 "the journey to the City of Emeralds."
55 ""
55 "Dorothy had only one other dress, but that happened to be clean and was"
55 "hanging on a peg beside her bed. It was gingham, with checks of white"
55 "and blue; and although the blue was somewhat faded with many washings,"
55 "it was still a pretty frock. The girl washed herself carefully, dressed"
55 "herself in the clean gingham, and tied her pink sunbonnet on her head."
55 "She took a little basket and filled it with bread from the cupboard,"
55 "laying a white cloth over the top. Then she looked down at her feet and"
55 "noticed how old and worn her shoes were."
55 ""
55 "“They surely will never do for a long journey, Toto,” she said. And"
55 "Toto looked up into her face with his little black eyes and wagged his"
55 "tail to show he knew what she meant."
55 ""
55 "At that moment Dorothy saw lying on the table the silver shoes that had"
55 "belonged to the Witch of the East."
55 ""
55 "“I wonder if they will fit me,” she said to Toto. “They would be just"
55 "the thing to take a long walk in, for they could not wear out.”"
55 ""
55 "She took off her old leather shoes and tried on the silver ones, which"
55 "fitted her as well as if they had been made for her."
55 ""
55 "Finally she picked up her basket."
55 ""
55 "“Come along, Toto,” she said. “We will go to the Emerald City and ask"
55 "the Great Oz how to get back to Kansas again.”"
55 ""
55 "She closed the door, locked it, and put the key carefully in the pocket"
55 "of her dress. And so, with Toto trotting along soberly behind her, she"
55 "started on her journey."
55 ""
55 "There were several roads nearby, but it did not take her long to find"
55 "the one paved with yellow bricks. Within a short time she was walking"
55 "briskly toward the Emerald City, her silver shoes tinkling merrily on"
55 "the hard, yellow road-bed. The sun shone bright and the birds sang"
55 "sweetly, and Dorothy did not feel nearly so bad as you might think a"
55 "little girl would who had been suddenly whisked away from her own"
55 "country and set down in the midst of a strange land."
55 ""
55 "She was surprised, as she walked along, to see how pretty the country"
55 "was about her. There were neat fences at the sides of the road, painted"
55 "a dainty blue color, and beyond them were fields of grain and"
55 "vegetables in abundance. Evidently the Munchkins were good farmers and"
55 "able to raise large crops. Once in a while she would pass a house, and"
55 "the people came out to look at her and bow low as she went by; for"
55 "everyone knew she had been the means of destroying the Wicked Witch and"
55 "setting them free from bondage. The houses of the Munchkins were"
55 "odd-looking dwellings, for each was round, with a big dome for a roof."
55 "All were painted blue, for in this country of the East blue was the"
55 "favorite color."
55 ""
55 "Toward evening, when Dorothy was tired with her long walk and began to"
55 "wonder where she should pass the night, she came to a house rather"
55 "larger than the rest. On the green lawn before it many men and women"
55 "were dancing. Five little fiddlers played as loudly as possible, and"
55 "the people were laughing and singing, while a big table near by was"
55 "loaded with delicious fruits and nuts, pies and cakes, and many other"
55 "good things to eat."
55 ""
55 "The people greeted Dorothy kindly, and invited her to supper and to"
55 "pass the night with them; for this was the home of one of the richest"
55 "Munchkins in the land, and his friends were gathered with him to"
55 "celebrate their freedom from the bondage of the Wicked Witch."
55 ""
55 "Dorothy ate a hearty supper and was waited upon by the rich Munchkin"
55 "himself, whose name was Boq. Then she sat upon a settee and watched the"
55 "people dance."
55 ""
55 "When Boq saw her silver shoes he said, “You must be a great sorceress.”"
55 ""
55 "“Why?” asked the girl."
55 ""
55 "“Because you wear silver shoes and have killed the Wicked Witch."
55 "Besides, you have white in your frock, and only witches and sorceresses"
55 "wear white.”"
55 ""
55 "“My dress is blue and white checked,” said Dorothy, smoothing out the"
55 "wrinkles in it."
55 ""
55 "“It is kind of you to wear that,” said Boq. “Blue is the color of the"
55 "Munchkins, and white is the witch color. So we know you are a friendly"
55 "witch.”"
55 ""
55 "Dorothy did not know what to say to this, for all the people seemed to"
55 "think her a witch, and she knew very well she was only an ordinary"
55 "little girl who had come by the chance of a cyclone into a strange"
55 "land."
55 ""
55 "When she had tired watching the dancing, Boq led her into the house,"
55 "where he gave her a room with a pretty bed in it. The sheets were made"
55 "of blue cloth, and Dorothy slept soundly in them till morning, with"
55 "Toto curled up on the blue rug beside her."
55 ""
55 "She ate a hearty breakfast, and watched a wee Munchkin baby, who played"
55 "with Toto and pulled his tail and crowed and laughed in a way that"
55 "greatly amused Dorothy. Toto was a fine curiosity to all the people,"
55 "for they had never seen a dog before."
55 ""
55 "“How far is it to the Emerald City?” the girl asked."
55 ""
55 "“I do not know,” answered Boq gravely, “for I have never been there. It"
55 "is better for people to keep away from Oz, unless they have business"
55 "with him. But it is a long way to the Emerald City, and it will take"
55 "you many days. The country here is rich and pleasant, but you must pass"
55 "through rough and dangerous places before you reach the end of your"
55 "journey.”"
55 ""
55 "This worried Dorothy a little, but she knew that only the Great Oz"
55 "could help her get to Kansas again, so she bravely resolved not to turn"
55 "back."
55 ""
55 "She bade her friends good-bye, and again started along the road of"
55 "yellow brick. When she had gone several miles she thought she would"
55 "stop to rest, and so climbed to the top of the fence beside the road"
55 "and sat down. There was a great cornfield beyond the fence, and not far"
55 "away she saw a Scarecrow, placed high on a pole to keep the birds from"
55 "the ripe corn."
55 ""
55 "Dorothy leaned her chin upon her hand and gazed thoughtfully at the"
55 "Scarecrow. Its head was a small sack stuffed with straw, with eyes,"
55 "nose, and mouth painted on it to represent a face. An old, pointed blue"
55 "hat, that had belonged to some Munchkin, was perched on his head, and"
55 "the rest of the figure was a blue suit of clothes, worn and faded,"
55 "which had also been stuffed with straw. On the feet were some old boots"
55 "with blue tops, such as every man wore in this country, and the figure"
55 "was raised above the stalks of corn by means of the pole stuck up its"
55 "back."
55 ""
55 "While Dorothy was looking earnestly into the queer, painted face of the"
55 "Scarecrow, she was surprised to see one of the eyes slowly wink at her."
55 "She thought she must have been mistaken at first, for none of the"
55 "scarecrows in Kansas ever wink; but presently the figure nodded its"
55 "head to her in a friendly way. Then she climbed down from the fence and"
55 "walked up to it, while Toto ran around the pole and barked."
55 ""
55 "“Good day,” said the Scarecrow, in a rather husky voice."
55 ""
55 "“Did you speak?” asked the girl, in wonder."
55 ""
55 "“Certainly,” answered the Scarecrow. “How do you do?”"
55 ""
55 "“I’m pretty well, thank you,” replied Dorothy politely. “How do you"
55 "do?”"
55 ""
55 "“I’m not feeling well,” said the Scarecrow, with a smile, “for it is"
55 "very tedious being perched up here night and day to scare away crows.”"
55 ""
55 "“Can’t you get down?” asked Dorothy."
55 ""
55 "“No, for this pole is stuck up my back. If you will please take away"
55 "the pole I shall be greatly obliged to you.”"
55 ""
55 "Dorothy reached up both arms and lifted the figure off the pole, for,"
55 "being stuffed with straw, it was quite light."
55 ""
55 "“Thank you very much,” said the Scarecrow, when he had been set down on"
55 "the ground. “I feel like a new man.”"
55 ""
55 "Dorothy was puzzled at this, for it sounded queer to hear a stuffed man"
55 "speak, and to see him bow and walk along beside her."
55 ""
55 "“Who are you?” asked the Scarecrow when he had stretched himself and"
55 "yawned. “And where are you going?”"
55 ""
55 "“My name is Dorothy,” said the girl, “and I am going to the Emerald"
55 "City, to ask the Great Oz to send me back to Kansas.”"
55 ""
55 "“Where is the Emerald City?” he inquired. “And who is Oz?”"
55 ""
55 "“Why, don’t you know?” she returned, in surprise."
55 ""
55 "“No, indeed. I don’t know anything. You see, I am stuffed, so I have no"
55 "brains at all,” he answered sadly."
55 ""
55 "“Oh,” said Dorothy, “I’m awfully sorry for you.”"
55 ""
55 "“Do you think,” he asked, “if I go to the Emerald City with you, that"
55 "Oz would give me some brains?”"
55 ""
55 "“I cannot tell,” she returned, “but you may come with me, if you like."
55 "If Oz will not give you any brains you will be no worse off than you"
55 "are now.”"
55 ""
55 "“That is true,” said the Scarecrow. “You see,” he continued"
55 "confidentially, “I don’t mind my legs and arms and body being stuffed,"
55 "because I cannot get hurt. If anyone treads on my toes or sticks a pin"
55 "into me, it doesn’t matter, for I can’t feel it. But I do not want"
55 "people to call me a fool, and if my head stays stuffed with straw"
55 "instead of with brains, as yours is, how am I ever to know anything?”"
55 ""
55 "“I understand how you feel,” said the little girl, who was truly sorry"
55 "for him. “If you will come with me I’ll ask Oz to do all he can for"
55 "you.”"
55 ""
55 "“Thank you,” he answered gratefully."
55 ""
55 "They walked back to the road. Dorothy helped him over the fence, and"
55 "they started along the path of yellow brick for the Emerald City."
55 ""
55 "Toto did not like this addition to the party at first. He smelled"
55 "around the stuffed man as if he suspected there might be a nest of rats"
55 "in the straw, and he often growled in an unfriendly way at the"
55 "Scarecrow."
55 ""
55 "“Don’t mind Toto,” said Dorothy to her new friend. “He never bites.”"
55 ""
55 "“Oh, I’m not afraid,” replied the Scarecrow. “He can’t hurt the straw."
55 "Do let me carry that basket for you. I shall not mind it, for I can’t"
55 "get tired. I’ll tell you a secret,” he continued, as he walked along."
55 "“There is only one thing in the world I am afraid of.”"
55 ""
55 "“What is that?” asked Dorothy; “the Munchkin farmer who made you?”"
55 ""
55 "“No,” answered the Scarecrow; “it’s a lighted match.”"
55 ""
55 ""
55 ""
55 ""
55 "<Chapter IV"
55 "The Road Through the Forest>"
55 ""
55 ""
55 "After a few hours the road began to be rough, and the walking grew so"
55 "difficult that the Scarecrow often stumbled over the yellow bricks,"
55 "which were here very uneven. Sometimes, indeed, they were broken or"
55 "missing altogether, leaving holes that Toto jumped across and Dorothy"
55 "walked around. As for the Scarecrow, having no brains, he walked"
55 "straight ahead, and so stepped into the holes and fell at full length"
55 "on the hard bricks. It never hurt him, however, and Dorothy would pick"
55 "him up and set him upon his feet again, while he joined her in laughing"
55 "merrily at his own mishap."
55 ""
55 "The farms were not nearly so well cared for here as they were farther"
55 "back. There were fewer houses and fewer fruit trees, and the farther"
55 "they went the more dismal and lonesome the country became."
55 ""
55 "At noon they sat down by the roadside, near a little brook, and Dorothy"
55 "opened her basket and got out some bread. She offered a piece to the"
55 "Scarecrow, but he refused."
55 ""
55 "“I am never hungry,” he said, “and it is a lucky thing I am not, for my"
55 "mouth is only painted, and if I should cut a hole in it so I could eat,"
55 "the straw I am stuffed with would come out, and that would spoil the"
55 "shape of my head.”"
55 ""
55 "Dorothy saw at once that this was true, so she only nodded and went on"
55 "eating her bread."
55 ""
55 "“Tell me something about yourself and the country you came from,” said"
55 "the Scarecrow, when she had finished her dinner. So she told him all"
55 "about Kansas, and how gray everything was there, and how the cyclone"
55 "had carried her to this queer Land of Oz."
55 ""
55 "The Scarecrow listened carefully, and said, “I cannot understand why"
55 "you should wish to leave this beautiful country and go back to the dry,"
55 "gray place you call Kansas.”"
55 ""
55 "“That is because you have no brains” answered the girl. “No matter how"
55 "dreary and gray our homes are, we people of flesh and blood would"
55 "rather live there than in any other country, be it ever so beautiful."
55 "There is no place like home.”"
55 ""
55 "The Scarecrow sighed."
55 ""
55 "“Of course I cannot understand it,” he said. “If your heads were"
55 "stuffed with straw, like mine, you would probably all live in the"
55 "beautiful places, and then Kansas would have no people at all. It is"
55 "fortunate for Kansas that you have brains.”"
55 ""
55 "“Won’t you tell me a story, while we are resting?” asked the child."
55 ""
55 "The Scarecrow looked at her reproachfully, and answered:"
55 ""
55 "“My life has been so short that I really know nothing whatever. I was"
55 "only made day before yesterday. What happened in the world before that"
55 "time is all unknown to me. Luckily, when the farmer made my head, one"
55 "of the first things he did was to paint my ears, so that I heard what"
55 "was going on. There was another Munchkin with him, and the first thing"
55 "I heard was the farmer saying, ‘How do you like those ears?’"
55 ""
55 "“‘They aren’t straight,’” answered the other."
55 ""
55 "“‘Never mind,’” said the farmer. “‘They are ears just the same,’” which"
55 "was true enough."
55 ""
55 "“‘Now I’ll make the eyes,’” said the farmer. So he painted my right"
55 "eye, and as soon as it was finished I found myself looking at him and"
55 "at everything around me with a great deal of curiosity, for this was my"
55 "first glimpse of the world."
55 ""
55 "“‘That’s a rather pretty eye,’” remarked the Munchkin who was watching"
55 "the farmer. “‘Blue paint is just the color for eyes.’"
55 ""
55 "“‘I think I’ll make the other a little bigger,’” said the farmer. And"
55 "when the second eye was done I could see much better than before. Then"
55 "he made my nose and my mouth. But I did not speak, because at that time"
55 "I didn’t know what a mouth was for. I had the fun of watching them make"
55 "my body and my arms and legs; and when they fastened on my head, at"
55 "last, I felt very proud, for I thought I was just as good a man as"
55 "anyone."
55 ""
55 "“‘This fellow will scare the crows fast enough,’ said the farmer. ‘He"
55 "looks just like a man.’"
55 ""
55 "“‘Why, he is a man,’ said the other, and I quite agreed with him. The"
55 "farmer carried me under his arm to the cornfield, and set me up on a"
55 "tall stick, where you found me. He and his friend soon after walked"
55 "away and left me alone."
55 ""
55 "“I did not like to be deserted this way. So I tried to walk after them."
55 "But my feet would not touch the ground, and I was forced to stay on"
55 "that pole. It was a lonely life to lead, for I had nothing to think of,"
55 "having been made such a little while before. Many crows and other birds"
55 "flew into the cornfield, but as soon as they saw me they flew away"
55 "again, thinking I was a Munchkin; and this pleased me and made me feel"
55 "that I was quite an important person. By and by an old crow flew near"
55 "me, and after looking at me carefully he perched upon my shoulder and"
55 "said:"
55 ""
55 "“‘I wonder if that farmer thought to fool me in this clumsy manner. Any"
55 "crow of sense could see that you are only stuffed with straw.’ Then he"
